director	movie	year	rating	votes	cover	fcover
Alfred Hitchcock	 Elstree Calling	 1930	 5.8	 207	 http://ia.media-imdb.com/images/M/MV5BMjEyNzE3MzM4NV5BMl5BanBnXkFtZTcwOTk5OTY1NQ@@._V1._CR40,43,276,400._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEyNzE3MzM4NV5BMl5BanBnXkFtZTcwOTk5OTY1NQ@@._V1._CR40,43,276,400._SX97_SY140_.jpg
Alfred Hitchcock	 Juno and the Paycock	 1929	 4.8	 1496	 http://ia.media-imdb.com/images/M/MV5BMjEzOTcwMjYzMF5BMl5BanBnXkFtZTcwNDgxODUyMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEzOTcwMjYzMF5BMl5BanBnXkFtZTcwNDgxODUyMQ@@.jpg
Alfred Hitchcock	 Blackmail	 1929	 7.0	 6835	 http://ia.media-imdb.com/images/M/MV5BMjMxMDQzODI1M15BMl5BanBnXkFtZTgwNDgzNjYzMjE@._V1._SX100_SY129_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjMxMDQzODI1M15BMl5BanBnXkFtZTgwNDgzNjYzMjE@.jpg
Alfred Hitchcock	 The Manxman	 1929	 6.3	 1740	 http://ia.media-imdb.com/images/M/MV5BOTg2MDQ0MDA1Nl5BMl5BanBnXkFtZTgwNjU5MDE1NTE@._V1._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTg2MDQ0MDA1Nl5BMl5BanBnXkFtZTgwNjU5MDE1NTE@.jpg
Alfred Hitchcock	 Champagne	 1928	 5.7	 1314	 http://ia.media-imdb.com/images/M/MV5BMjI4MDcwMTc5OF5BMl5BanBnXkFtZTgwMDQ3NTIwMjE@._V1._SX100_SY130_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjI4MDcwMTc5OF5BMl5BanBnXkFtZTgwMDQ3NTIwMjE@.jpg
Alfred Hitchcock	 Easy Virtue	 1928	 5.7	 1786	 http://ia.media-imdb.com/images/M/MV5BMTk1MjMxNjU3Nl5BMl5BanBnXkFtZTgwNzg5NzgwMzE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk1MjMxNjU3Nl5BMl5BanBnXkFtZTgwNzg5NzgwMzE@.jpg
Alfred Hitchcock	 The Farmer's Wife	 1928	 6.1	 1681	 http://ia.media-imdb.com/images/M/MV5BMTkzNzkxNDM3MV5BMl5BanBnXkFtZTcwNTk5OTY1NQ@@._V1._CR32,39,292,407._SX100_SY139_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTkzNzkxNDM3MV5BMl5BanBnXkFtZTcwNTk5OTY1NQ@@._V1._CR32,39,292,407._SX100_SY139_.jpg
Alfred Hitchcock	 Downhill	 1927	 6.2	 1156	 http://ia.media-imdb.com/images/M/MV5BMTY0OTI5NzQyM15BMl5BanBnXkFtZTgwNzExNzA1MjE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY0OTI5NzQyM15BMl5BanBnXkFtZTgwNzExNzA1MjE@.jpg
Alfred Hitchcock	 The Ring	 1927	 6.3	 2179	 http://ia.media-imdb.com/images/M/MV5BMTMxNTQyMTY4MF5BMl5BanBnXkFtZTcwNjY5OTY1NQ@@._V1._CR97.88333129882812,40.53334045410156,159,404._SX55_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMxNTQyMTY4MF5BMl5BanBnXkFtZTcwNjY5OTY1NQ@@._V1._CR97.88333129882812,40.53334045410156,159,404._SX55_SY140_.jpg
Alfred Hitchcock	 The Lodger: A Story of the London Fog	 1927	 7.3	 6419	 http://ia.media-imdb.com/images/M/MV5BMTM5NjE0MDIxMF5BMl5BanBnXkFtZTcwMTk5OTY1NQ@@._V1._CR47.883331298828125,38.53334045410156,262,408._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM5NjE0MDIxMF5BMl5BanBnXkFtZTcwMTk5OTY1NQ@@._V1._CR47.883331298828125,38.53334045410156,262,408._SX90_SY140_.jpg
Alfred Hitchcock	 The Mountain Eagle	 1926	 NA	 NA	 NA	 NA
Alfred Hitchcock	 The Pleasure Garden	 1925	 6.0	 1307	 http://ia.media-imdb.com/images/M/MV5BOTc5MzUzOTAxOV5BMl5BanBnXkFtZTgwNTQ0NzY2MjE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTc5MzUzOTAxOV5BMl5BanBnXkFtZTgwNTQ0NzY2MjE@.jpg
Alfred Hitchcock	 Number 13	 1922	 NA	 NA	 NA	 NA
Ingmar Bergman	 Fanny och Alexander	 1982	 8.1	 39884	 http://ia.media-imdb.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTUyODUwNjc0NV5BMl5BanBnXkFtZTcwMTk0MTcyMQ@@.jpg
Ingmar Bergman	 Höstsonaten	 1978	 8.3	 14409	 http://ia.media-imdb.com/images/M/MV5BNTMzMTQyOTUxMF5BMl5BanBnXkFtZTcwMzE5NDkxMQ@@._V1._CR17,31,307,442._SX97_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNTMzMTQyOTUxMF5BMl5BanBnXkFtZTcwMzE5NDkxMQ@@._V1._CR17,31,307,442._SX97_SY140_.jpg
Ingmar Bergman	 Das Schlangenei	 1977	 6.7	 3580	 http://ia.media-imdb.com/images/M/MV5BMTYyNzA2MTc3Ml5BMl5BanBnXkFtZTcwMzk1NTYyMQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYyNzA2MTc3Ml5BMl5BanBnXkFtZTcwMzk1NTYyMQ@@.jpg
Ingmar Bergman	 Ansikte mot ansikte	 1976	 7.7	 3245	 http://ia.media-imdb.com/images/M/MV5BMTcyODQ4Mjg1OF5BMl5BanBnXkFtZTYwNTgxMzk5._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcyODQ4Mjg1OF5BMl5BanBnXkFtZTYwNTgxMzk5.jpg
Ingmar Bergman	 Viskningar och rop	 1972	 8.2	 18811	 http://ia.media-imdb.com/images/M/MV5BMTk4MDExOTY4Ml5BMl5BanBnXkFtZTgwNzMxOTc0MTE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk4MDExOTY4Ml5BMl5BanBnXkFtZTgwNzMxOTc0MTE@.jpg
Ingmar Bergman	 Beröringen	 1971	 6.4	 683	 NA	 NA
Ingmar Bergman	 En passion	 1969	 7.8	 5597	 http://ia.media-imdb.com/images/M/MV5BMTUxMDg3NDA2OF5BMl5BanBnXkFtZTcwNjA5OTQ2NA@@._V1._CR10,5,313,484._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUxMDg3NDA2OF5BMl5BanBnXkFtZTcwNjA5OTQ2NA@@._V1._CR10,5,313,484._SX91_SY140_.jpg
Ingmar Bergman	 Skammen	 1968	 8.1	 7536	 http://ia.media-imdb.com/images/M/MV5BMTc5NzIwMzA0NV5BMl5BanBnXkFtZTYwMjU5NDE5._V1._CR0,50,258,424._SX85_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5NzIwMzA0NV5BMl5BanBnXkFtZTYwMjU5NDE5._V1._CR0,50,258,424._SX85_SY140_.jpg
Ingmar Bergman	 Vargtimmen	 1968	 7.7	 11686	 http://ia.media-imdb.com/images/M/MV5BMTcwNTkxOTcxMV5BMl5BanBnXkFtZTgwNjI4Nzc1MzE@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcwNTkxOTcxMV5BMl5BanBnXkFtZTgwNjI4Nzc1MzE@.jpg
Ingmar Bergman	 Stimulantia	 1967	 6.3	 118	 NA	 NA
Ingmar Bergman	 Persona	 1966	 8.2	 55703	 http://ia.media-imdb.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@._V1._SX89_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@.jpg
Ingmar Bergman	 För att inte tala om alla dessa kvinnor	 1964	 5.7	 1164	 http://ia.media-imdb.com/images/M/MV5BMTIxOTM2MjQyNV5BMl5BanBnXkFtZTcwMzI3MDYyMQ@@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIxOTM2MjQyNV5BMl5BanBnXkFtZTcwMzI3MDYyMQ@@.jpg
Ingmar Bergman	 Tystnaden	 1963	 8.1	 11525	 http://ia.media-imdb.com/images/M/MV5BMTM5Mjg1MjUxMl5BMl5BanBnXkFtZTgwNDQ0NjcxMTE@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM5Mjg1MjUxMl5BMl5BanBnXkFtZTgwNDQ0NjcxMTE@.jpg
Ingmar Bergman	 Nattvardsgästerna	 1963	 8.1	 13155	 http://ia.media-imdb.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@._V1._SX100_SY71_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@.jpg
Ingmar Bergman	 Såsom i en spegel	 1961	 8.1	 14229	 http://ia.media-imdb.com/images/M/MV5BMTgwNTI4MDYxOV5BMl5BanBnXkFtZTgwMzI5MDkwMzE@._V1._CR1,44,338,454._SX100_SY134_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTgwNTI4MDYxOV5BMl5BanBnXkFtZTgwMzI5MDkwMzE@._V1._CR1,44,338,454._SX100_SY134_.jpg
Ingmar Bergman	 Djävulens öga	 1960	 7.2	 2278	 http://ia.media-imdb.com/images/M/MV5BMTI0Mjc0ODUyMV5BMl5BanBnXkFtZTcwMTgxOTMyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI0Mjc0ODUyMV5BMl5BanBnXkFtZTcwMTgxOTMyMQ@@.jpg
Ingmar Bergman	 Jungfrukällan	 1960	 8.1	 17914	 http://ia.media-imdb.com/images/M/MV5BMTI1MjQ3MjMwMF5BMl5BanBnXkFtZTcwNDQ3MDkzMQ@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1MjQ3MjMwMF5BMl5BanBnXkFtZTcwNDQ3MDkzMQ@@.jpg
Ingmar Bergman	 Ansiktet	 1958	 7.8	 5936	 http://ia.media-imdb.com/images/M/MV5BMTMzNjcwNDkxNF5BMl5BanBnXkFtZTcwNTM2NzY5Mw@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMzNjcwNDkxNF5BMl5BanBnXkFtZTcwNTM2NzY5Mw@@.jpg
Ingmar Bergman	 Nära livet	 1958	 7.7	 1380	 http://ia.media-imdb.com/images/M/MV5BMTk5Nzc4OTU0N15BMl5BanBnXkFtZTgwNzIxNDg5MTE@._V1._SX100_SY71_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5Nzc4OTU0N15BMl5BanBnXkFtZTgwNzIxNDg5MTE@.jpg
Ingmar Bergman	 Smultronstället	 1957	 8.3	 58550	 http://ia.media-imdb.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@.jpg
Ingmar Bergman	 Det sjunde inseglet	 1957	 8.2	 103609	 http://ia.media-imdb.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@.jpg
Ingmar Bergman	 Sommarnattens leende	 1955	 8.0	 8642	 http://ia.media-imdb.com/images/M/MV5BMjEzNjQzNTA3NF5BMl5BanBnXkFtZTcwMzE4MzUyMQ@@._V1._SX100_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjEzNjQzNTA3NF5BMl5BanBnXkFtZTcwMzE4MzUyMQ@@.jpg
Ingmar Bergman	 Kvinnodröm	 1955	 7.2	 1496	 http://ia.media-imdb.com/images/M/MV5BMTI1NDUzNDUzNF5BMl5BanBnXkFtZTcwMjkzNDMyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1NDUzNDUzNF5BMl5BanBnXkFtZTcwMjkzNDMyMQ@@.jpg
Ingmar Bergman	 En lektion i kärlek	 1954	 7.2	 1626	 http://ia.media-imdb.com/images/M/MV5BODU2NzMyNTc2MF5BMl5BanBnXkFtZTcwNjEyNjEyMQ@@._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BODU2NzMyNTc2MF5BMl5BanBnXkFtZTcwNjEyNjEyMQ@@.jpg
Ingmar Bergman	 Gycklarnas afton	 1953	 7.7	 3903	 http://ia.media-imdb.com/images/M/MV5BMTIxMzk2MDkzN15BMl5BanBnXkFtZTcwMDg5NjE1MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIxMzk2MDkzN15BMl5BanBnXkFtZTcwMDg5NjE1MQ@@.jpg
Ingmar Bergman	 Sommaren med Monika	 1953	 7.6	 7084	 http://ia.media-imdb.com/images/M/MV5BMTA0NTg5MzYyNDFeQTJeQWpwZ15BbWU3MDA1NTQ4MTE@._V1._SX75_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTA0NTg5MzYyNDFeQTJeQWpwZ15BbWU3MDA1NTQ4MTE@.jpg
Ingmar Bergman	 Kvinnors väntan	 1952	 7.1	 1359	 http://ia.media-imdb.com/images/M/MV5BMTQ3Mzg0Mzg3MV5BMl5BanBnXkFtZTcwNTA4MjIyMQ@@._V1._SX75_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ3Mzg0Mzg3MV5BMl5BanBnXkFtZTcwNTA4MjIyMQ@@.jpg
Ingmar Bergman	 Sommarlek	 1951	 7.7	 2918	 http://ia.media-imdb.com/images/M/MV5BMTQ2NDgxMTQzMF5BMl5BanBnXkFtZTcwNDU0MDcxMQ@@._V1._SX76_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQ2NDgxMTQzMF5BMl5BanBnXkFtZTcwNDU0MDcxMQ@@.jpg
Ingmar Bergman	 Sånt händer inte här	 1950	 5.2	 191	 NA	 NA
Ingmar Bergman	 Till glädje	 1950	 7.4	 1486	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@.jpg
Ingmar Bergman	 Törst	 1949	 6.8	 1307	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@.jpg
Ingmar Bergman	 Fängelse	 1949	 7.0	 931	 NA	 NA
Ingmar Bergman	 Hamnstad	 1948	 6.8	 1272	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@.jpg
Ingmar Bergman	 Musik i mörker	 1948	 6.6	 660	 NA	 NA
Ingmar Bergman	 Skepp till India land	 1947	 6.7	 588	 http://ia.media-imdb.com/images/M/MV5BMTk3OTEwNzg1MF5BMl5BanBnXkFtZTgwNTA3OTgwMzE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk3OTEwNzg1MF5BMl5BanBnXkFtZTgwNTA3OTgwMzE@.jpg
Ingmar Bergman	 Det regnar på vår kärlek	 1946	 6.8	 731	 http://ia.media-imdb.com/images/M/MV5BMTQzODIwNzA3OF5BMl5BanBnXkFtZTgwNzM1OTgwMzE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQzODIwNzA3OF5BMl5BanBnXkFtZTgwNzM1OTgwMzE@.jpg
Ingmar Bergman	 Kris	 1946	 6.6	 1301	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@._V1._SX99_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMDg2OTExNl5BMl5BanBnXkFtZTcwMzUwNzE0MQ@@.jpg
Steven Spielberg	 Ready Player One	 2017	 NA	 NA	 NA	 NA
Steven Spielberg	 The BFG	 2016	 NA	 NA	 http://ia.media-imdb.com/images/M/MV5BMTc0OTEyMTEzMl5BMl5BanBnXkFtZTgwMzU2NTQ0NzE@._V1._SX100_SY126_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc0OTEyMTEzMl5BMl5BanBnXkFtZTgwMzU2NTQ0NzE@.jpg
Steven Spielberg	 Indiana Jones 5	 NA	 NA	 NA	 NA	 NA
Steven Spielberg	 It's What I Do	 NA	 NA	 NA	 NA	 NA
Steven Spielberg	 Montezuma	 NA	 NA	 NA	 NA	 NA
Steven Spielberg	 Bridge of Spies	 2015	 8.0	 33085	 http://ia.media-imdb.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@.jpg
Steven Spielberg	 Lincoln	 2012	 7.4	 186502	 http://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@.jpg
Steven Spielberg	 War Horse	 2011	 7.2	 110129	 http://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@.jpg
Steven Spielberg	 The Adventures of Tintin	 2011	 7.4	 169053	 http://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@.jpg
Steven Spielberg	 Indiana Jones and the Kingdom of the Crystal Skull	 2008	 6.2	 313363	 http://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@.jpg
Steven Spielberg	 Munich	 2005	 7.6	 169951	 http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@.jpg
Steven Spielberg	 War of the Worlds	 2005	 6.5	 316063	 http://ia.media-imdb.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@.jpg
Steven Spielberg	 The Terminal	 2004	 7.3	 284353	 http://ia.media-imdb.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@._V1._SX100_SY136_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@.jpg
Steven Spielberg	 Catch Me If You Can	 2002	 8.0	 454758	 http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2.jpg
Steven Spielberg	 Minority Report	 2002	 7.7	 378372	 http://ia.media-imdb.com/images/M/MV5BMTc1NDI5NzQyNF5BMl5BanBnXkFtZTYwMjc4NTE5._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc1NDI5NzQyNF5BMl5BanBnXkFtZTYwMjc4NTE5.jpg
Steven Spielberg	 Artificial Intelligence: AI	 2001	 7.1	 226911	 http://ia.media-imdb.com/images/M/MV5BMTMwNDI0NjU1NF5BMl5BanBnXkFtZTcwNTcwOTI3MQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMwNDI0NjU1NF5BMl5BanBnXkFtZTcwNTcwOTI3MQ@@.jpg
Steven Spielberg	 Saving Private Ryan	 1998	 8.6	 810232	 http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@._V1._SX100_SY136_.jpg	 http://ia.media-imdb.com/images/M/MV5BNjczODkxNTAxN15BMl5BanBnXkFtZTcwMTcwNjUxMw@@.jpg
Steven Spielberg	 Amistad	 1997	 7.2	 53783	 http://ia.media-imdb.com/images/M/MV5BOTY4NzgzMTU0Nl5BMl5BanBnXkFtZTgwNDYxNjcxMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BOTY4NzgzMTU0Nl5BMl5BanBnXkFtZTgwNDYxNjcxMTE@.jpg
Steven Spielberg	 The Lost World: Jurassic Park	 1997	 6.5	 255686	 http://ia.media-imdb.com/images/M/MV5BMTYxNjY1NjE2OV5BMl5BanBnXkFtZTYwNzE0MDc4._V1._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTYxNjY1NjE2OV5BMl5BanBnXkFtZTYwNzE0MDc4.jpg
Steven Spielberg	 Schindler's List	 1993	 8.9	 799088	 http://ia.media-imdb.com/images/M/MV5BMzMwMTM4MDU2N15BMl5BanBnXkFtZTgwMzQ0MjMxMDE@._V1._SX91_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMzMwMTM4MDU2N15BMl5BanBnXkFtZTgwMzQ0MjMxMDE@.jpg
Steven Spielberg	 Jurassic Park	 1993	 8.1	 553124	 http://ia.media-imdb.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@.jpg
Steven Spielberg	 Hook	 1991	 6.7	 173261	 http://ia.media-imdb.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@.jpg
Steven Spielberg	 Always	 1989	 6.4	 21218	 http://ia.media-imdb.com/images/M/MV5BMjAxMjM3NzI5Ml5BMl5BanBnXkFtZTcwNDQ1NTMyMQ@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjAxMjM3NzI5Ml5BMl5BanBnXkFtZTcwNDQ1NTMyMQ@@.jpg
Steven Spielberg	 Indiana Jones and the Last Crusade	 1989	 8.3	 475328	 http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@.jpg
Steven Spielberg	 Empire of the Sun	 1987	 7.8	 85018	 http://ia.media-imdb.com/images/M/MV5BMTI1Nzk0MjI5Ml5BMl5BanBnXkFtZTYwMDc1NDc5._V1._SX96_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTI1Nzk0MjI5Ml5BMl5BanBnXkFtZTYwMDc1NDc5.jpg
Steven Spielberg	 The Color Purple	 1985	 7.8	 57836	 http://ia.media-imdb.com/images/M/MV5BMTUzOTkxNjY4M15BMl5BanBnXkFtZTgwNjE5MDgxMTE@._V1._SX95_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTUzOTkxNjY4M15BMl5BanBnXkFtZTgwNjE5MDgxMTE@.jpg
Steven Spielberg	 Indiana Jones and the Temple of Doom	 1984	 7.6	 303446	 http://ia.media-imdb.com/images/M/MV5BMTMyNzI4OTA5OV5BMl5BanBnXkFtZTcwMDQ2MjAxNA@@._V1._SX92_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTMyNzI4OTA5OV5BMl5BanBnXkFtZTcwMDQ2MjAxNA@@.jpg
Steven Spielberg	 Twilight Zone: The Movie	 1983	 6.5	 24411	 http://ia.media-imdb.com/images/M/MV5BMTk5NjE2NTU2Nl5BMl5BanBnXkFtZTYwNzQ5OTQ5._V1._SX77_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTk5NjE2NTU2Nl5BMl5BanBnXkFtZTYwNzQ5OTQ5.jpg
Steven Spielberg	 E.T. the Extra-Terrestrial	 1982	 7.9	 264634	 http://ia.media-imdb.com/images/M/MV5BMTc1NTQ0MTUyNF5BMl5BanBnXkFtZTcwMDYzMDU2Mw@@._V1._SX90_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc1NTQ0MTUyNF5BMl5BanBnXkFtZTcwMDYzMDU2Mw@@.jpg
Steven Spielberg	 Raiders of the Lost Ark	 1981	 8.5	 611613	 http://ia.media-imdb.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@.jpg
Steven Spielberg	 1941	 1979	 5.9	 24108	 http://ia.media-imdb.com/images/M/MV5BMTc5NjU4ODE0NF5BMl5BanBnXkFtZTgwMDY3MDM0MDE@._V1._SX93_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMTc5NjU4ODE0NF5BMl5BanBnXkFtZTgwMDY3MDM0MDE@.jpg
Steven Spielberg	 Close Encounters of the Third Kind	 1977	 7.7	 131286	 http://ia.media-imdb.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1._SX94_SY140_.jpg	 http://ia.media-imdb.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@.jpg
